,TransactionNumber,UserID,Age,Gender,Occupation,EducationLevel,MaritalStatus,NumDependents,TransactionDate,MerchantID,TransactionType,TransactionLocation,DeviceType,Latitude,Longitude,Terrorism,UserTenure,IsFraud,Income,Expenditure,GiftsTransaction,TransactionAmount,Cleaned_TransactionTime,Transaction_Time_of_Day
10014,10998,2364,46,Male,Student,High School,Single,1,2023-03-26,M007,Withdrawal,Canberra,Mobile,-20.917574,142.702789,0,61,1,47532.86,29131.18,3022.1,250.95,2024-09-14 22:33:24,Evening
10015,12600,3078,18,Male,Student,PhD,Married,2,2023-07-30,M006,Transfer,Darwin,Mobile,-37.0201,144.9646,0,76,0,47138.51,25636.88,2043.12,77.85,2024-09-14 06:12:34,Morning
10016,17216,2263,24,Male,Professional,Bachelor,Single,4,2023-05-25,M005,Withdrawal,Brisbane,Tablet,-31.840233,145.612793,0,109,1,127333.73,61353.66,13702.67,215.07,2024-09-14 10:08:16,Morning
10017,11271,1377,33,Female,Professional,Master,Married,1,2023-12-20,M001,Withdrawal,Hobart,Mobile,-31.840233,145.612793,0,54,1,70848.81,46511.67,3697.21,1307.88,2024-09-14 04:52:25,Night
10018,18106,2765,30,Male,Professional,Bachelor,Married,1,2023-09-18,M004,Purchase,Hobart,Desktop,-31.840233,145.612793,0,39,1,71538.01,26338.81,3432.13,150.93,2024-09-14 05:15:57,Night
10019,7643,4592,29,Female,Professional,High School,Married,1,2023-12-29,M005,Payment,Perth,Mobile,-20.917574,142.702789,1,110,0,76716.62,25248.78,6230.64,21.87,2024-09-14 13:47:54,Afternoon
10020,16438,4180,29,Female,Student,High School,Divorced,2,2023-09-26,M002,Purchase,Brisbane,Desktop,-31.840233,145.612793,0,103,0,33625.61,17236.0,1196.98,199.41,2024-09-14 23:59:59,Night
10021,14422,1504,55,Male,Unemployed,PhD,Single,0,2023-08-19,M003,Purchase,Melbourne,Desktop,-25.042261,117.793221,0,17,0,43513.11,31849.72,7444.98,392.87,2024-09-14 11:07:25,Morning
10022,10093,4175,34,Female,Student,Master,Married,3,2023-09-27,M008,Purchase,Sydney,Mobile,-37.0201,144.9646,0,10,0,125482.76,80549.41,15793.6,179.0,2024-09-14 15:10:23,Afternoon
10023,1481,776,21,Male,Student,PhD,Married,3,2023-09-19,M005,Purchase,Melbourne,Mobile,-25.042261,117.793221,0,23,0,58756.98,43014.51,3132.77,90.1,2024-09-14 07:39:22,Morning
10024,4873,3153,50,Male,Unemployed,High School,Single,3,2023-06-21,M003,Purchase,Darwin,Mobile,-20.917574,142.702789,0,49,0,92084.17,73413.4,459.56,806.55,2024-09-14 22:15:26,Evening
10025,13087,3888,38,Male,Student,Bachelor,Single,4,2023-10-28,M001,Purchase,Darwin,Desktop,-25.042261,117.793221,0,94,0,44259.5,14004.97,1613.84,428.28,2024-09-14 23:12:49,Evening
10026,16002,3748,43,Male,Professional,Bachelor,Widowed,3,2023-12-20,M005,Withdrawal,Darwin,Mobile,-37.0201,144.9646,0,51,1,95856.97,74363.95,7363.91,1058.44,2024-09-14 06:49:39,Morning
10027,8038,1739,29,Male,Student,Bachelor,Single,1,2023-04-19,M006,Purchase,Perth,Mobile,-25.042261,117.793221,1,82,1,84131.38,50687.35,3106.33,3.8,2024-09-14 04:33:18,Night
10028,12342,4221,27,Male,Unemployed,Bachelor,Single,2,2023-07-04,M007,Withdrawal,Canberra,Mobile,-31.840233,145.612793,1,71,1,102551.45,74258.21,13892.36,737.49,2024-09-14 17:43:34,Afternoon
10029,5797,1794,43,Female,Student,High School,Married,4,2023-11-18,M007,Purchase,Melbourne,Mobile,-20.917574,142.702789,0,64,0,71753.44,51918.74,4439.3,36.13,2024-09-14 00:58:59,Night
10030,11485,159,30,Male,Unemployed,High School,Married,2,2023-03-07,M007,Purchase,Canberra,Mobile,-37.0201,144.9646,1,32,0,126075.79,51439.85,17653.56,395.95,2024-09-14 09:51:02,Morning
10031,5232,1180,46,Female,Professional,Master,Divorced,1,2023-07-16,M001,Purchase,Canberra,Mobile,-37.0201,144.9646,0,84,0,70220.72,27906.98,8379.9,331.79,2024-09-14 10:42:57,Morning
10032,6645,1310,29,Male,Professional,High School,Married,0,2023-03-04,M007,Withdrawal,Brisbane,Desktop,-25.042261,117.793221,0,84,1,67641.3,39211.64,1291.35,85.75,2024-09-14 07:57:37,Morning
10033,15534,1395,34,Female,Professional,Master,Single,3,2023-12-09,M006,Payment,Perth,Tablet,-31.840233,145.612793,1,90,0,60215.74,23549.64,1451.97,264.5,2024-09-14 20:08:16,Evening
10034,5490,1349,25,Male,Student,PhD,Single,1,2023-03-26,M003,Purchase,Sydney,Mobile,-37.0201,144.9646,1,114,0,48707.22,32822.89,4749.37,36.81,2024-09-14 14:16:31,Afternoon
10035,768,3919,64,Male,Unemployed,High School,Single,1,2023-07-19,M001,Payment,Perth,Mobile,-20.917574,142.702789,0,18,0,50238.62,15645.18,5560.34,1080.6,2024-09-14 07:03:17,Morning
10036,7311,4811,22,Male,Unemployed,High School,Widowed,3,2023-11-27,M005,Purchase,Darwin,Mobile,-31.840233,145.612793,1,84,0,29048.42,18806.31,100.02,85.97,2024-09-14 07:09:34,Morning
10037,18224,2975,38,Female,Unemployed,High School,Single,3,2023-04-12,M006,Withdrawal,Sydney,Tablet,-25.042261,117.793221,0,115,1,97443.92,56215.93,12167.98,212.77,2024-09-14 12:41:50,Afternoon
10038,2717,4714,40,Male,Student,Bachelor,Single,2,2023-03-19,M001,Payment,Perth,Mobile,-31.840233,145.612793,0,65,1,69175.91,33882.72,13402.85,28.81,2024-09-14 03:03:04,Night
10039,2079,3183,36,Male,Student,High School,Single,3,2023-12-21,M008,Purchase,Darwin,Mobile,-30.000233,136.209152,0,23,0,79871.18,39257.23,6342.05,150.44,2024-09-14 08:42:49,Morning
10040,951,4673,21,Male,Student,Bachelor,Married,1,2023-04-18,M001,Withdrawal,Perth,Desktop,-37.0201,144.9646,1,109,1,111896.62,69017.49,3532.96,554.16,2024-09-14 03:48:20,Night
10041,2482,2330,18,Male,Professional,High School,Widowed,3,2023-09-20,M003,Withdrawal,Melbourne,Tablet,-31.840233,145.612793,0,18,0,98109.94,51373.23,16509.22,781.83,2024-09-14 11:07:37,Morning
10042,9181,4836,20,Female,Retired,Bachelor,Married,0,2023-05-18,M004,Purchase,Sydney,Mobile,-20.917574,142.702789,0,59,0,139212.98,71161.88,5745.25,34.03,2024-09-14 19:05:08,Evening
10043,1759,2666,20,Male,Professional,High School,Single,4,2023-12-20,M006,Purchase,Perth,Desktop,-37.0201,144.9646,1,119,0,56769.05,31450.32,1173.71,209.55,2024-09-14 07:30:07,Morning
10044,9984,821,35,Female,Professional,Bachelor,Single,2,2023-08-16,M001,Purchase,Brisbane,Mobile,-31.840233,145.612793,1,60,0,34864.34,27000.08,3535.43,182.98,2024-09-14 19:56:58,Evening
10045,9916,853,29,Female,Retired,High School,Married,1,2023-05-30,M006,Purchase,Hobart,Desktop,-37.0201,144.9646,0,39,0,88377.02,49428.86,7342.34,215.15,2024-09-14 17:54:39,Afternoon
10046,4243,991,40,Male,Professional,High School,Single,4,2023-08-13,M003,Purchase,Perth,Mobile,-37.0201,144.9646,1,27,0,43688.53,16122.04,11085.74,17.06,2024-09-14 23:59:59,Night
10047,17072,22,28,Male,Professional,High School,Widowed,0,2023-02-05,M005,Transfer,Darwin,Desktop,-31.840233,145.612793,1,17,1,93902.31,59583.79,12807.65,27.39,2024-09-14 00:50:03,Night
10048,13395,4801,46,Male,Professional,High School,Single,3,2023-12-30,M005,Withdrawal,Darwin,Mobile,-20.917574,142.702789,1,40,1,41814.9,13889.52,3366.99,101.15,2024-09-14 16:47:00,Afternoon
10049,4944,4607,55,Female,Retired,Master,Married,1,2023-12-08,M002,Purchase,Melbourne,Mobile,-37.0201,144.9646,0,3,0,90668.36,46402.38,2496.94,84.37,2024-09-14 18:44:39,Evening
10050,17350,1023,35,Female,Student,High School,Married,1,2023-11-12,M005,Withdrawal,Perth,Mobile,-20.917574,142.702789,0,64,1,54097.79,34717.66,1605.09,83.13,2024-09-14 05:05:07,Night
10051,5588,4381,22,Male,Student,Bachelor,Married,0,2023-11-10,M002,Transfer,Hobart,Mobile,-37.0201,144.9646,0,1,0,72642.01,28041.79,1728.39,676.18,2024-09-14 23:59:59,Night
10052,16241,2460,49,Male,Professional,High School,Married,1,2023-08-05,M006,Purchase,Adelaide,Mobile,-20.917574,142.702789,1,86,1,46032.8,33877.05,4445.82,11.5,2024-09-14 04:35:53,Night
10053,10395,19,42,Male,Professional,Bachelor,Single,1,2023-07-19,M008,Payment,Hobart,Desktop,-31.840233,145.612793,0,48,0,52117.26,21635.91,3607.69,686.04,2024-09-14 11:20:06,Morning
10054,4757,4637,63,Male,Professional,Bachelor,Married,0,2023-02-08,M007,Transfer,Melbourne,Mobile,-31.840233,145.612793,0,24,0,35110.81,19759.75,3460.87,72.55,2024-09-14 05:58:58,Night
10055,4380,3559,24,Male,Student,Bachelor,Married,1,2023-11-14,M003,Purchase,Brisbane,Mobile,-37.0201,144.9646,0,29,0,38500.21,18423.22,3196.23,123.61,2024-09-14 23:08:12,Evening
10056,13472,4699,48,Male,Student,High School,Single,0,2023-08-16,M007,Purchase,Brisbane,Desktop,-20.917574,142.702789,0,65,0,38764.22,28812.04,3642.07,572.73,2024-09-14 10:06:03,Morning
10057,12997,1020,29,Female,Professional,Master,Single,1,2023-03-19,M007,Purchase,Brisbane,Mobile,,,0,102,0,72710.03,30266.1,5944.74,148.16,2024-09-14 10:58:49,Morning
10058,5299,4801,46,Male,Professional,High School,Single,3,2023-12-28,M007,Purchase,Sydney,Desktop,-20.917574,142.702789,1,40,0,41814.9,13889.52,3366.99,70.89,2024-09-14 21:04:58,Evening
10059,1990,298,32,Male,Professional,Bachelor,Divorced,0,2023-12-10,M001,Purchase,Sydney,Mobile,-37.0201,144.9646,1,97,1,144310.7,75341.7,24371.68,748.03,2024-09-14 05:50:15,Night
10060,12312,1698,30,Male,Student,High School,Single,1,2023-10-23,M008,Purchase,Darwin,Mobile,-25.042261,117.793221,0,52,0,67133.14,28802.05,922.26,97.77,2024-09-14 18:32:50,Evening
10061,12951,1213,32,Female,Unemployed,Master,Single,0,2023-05-08,M002,Transfer,Perth,Desktop,-20.917574,142.702789,0,92,1,70224.31,39306.09,10809.32,20.2,2024-09-14 05:50:24,Night
10062,13490,3444,18,Male,Professional,PhD,Divorced,2,2023-11-13,M008,Withdrawal,Hobart,Desktop,-31.840233,145.612793,0,109,1,45575.45,28193.04,3733.07,84.23,2024-09-14 14:12:57,Afternoon
10063,4971,2031,30,Female,Professional,High School,Single,0,2023-03-02,M007,Transfer,Sydney,Mobile,-41.640079,146.315918,0,34,0,26088.42,14988.63,2358.13,534.62,2024-09-14 16:34:46,Afternoon
10064,18044,3924,35,Male,Professional,High School,Widowed,1,2023-04-18,M006,Withdrawal,Perth,Mobile,-25.042261,117.793221,1,3,1,75993.56,42566.0,12644.42,93.68,2024-09-14 13:43:30,Afternoon
10065,13226,1290,36,Female,Student,Bachelor,Married,2,2023-03-20,M004,Withdrawal,Hobart,Mobile,-20.917574,142.702789,1,55,1,55683.95,18831.86,2581.07,26.29,2024-09-14 08:13:03,Morning
10066,6783,2813,40,Male,Professional,Bachelor,Married,1,2023-03-19,M008,Withdrawal,Brisbane,Desktop,-37.0201,144.9646,0,67,1,59904.4,39820.3,780.22,75.98,2024-09-14 12:59:08,Afternoon
10067,3600,1411,40,Male,Unemployed,High School,Widowed,0,2023-12-05,M006,Purchase,Hobart,Mobile,-37.0201,144.9646,0,60,0,60833.79,25787.18,15884.43,74.85,2024-09-14 07:20:31,Morning
10068,18257,2076,30,Male,Professional,Bachelor,Single,0,2023-04-16,M005,Withdrawal,Brisbane,Mobile,-19.491411,132.550964,0,89,1,36192.55,12798.63,2171.19,19.46,2024-09-14 04:21:37,Night
10069,8070,228,18,Male,Retired,Bachelor,Married,0,2023-09-18,M002,Purchase,Darwin,Mobile,-37.0201,144.9646,0,42,0,35263.6,11775.57,3493.11,15.91,2024-09-14 16:20:27,Afternoon
10070,8577,3941,47,Female,Student,Bachelor,Married,0,2023-12-05,M005,Purchase,Melbourne,Mobile,-31.840233,145.612793,0,31,0,89807.28,35937.21,6737.72,84.03,2024-09-14 23:59:59,Night
10071,7973,2490,26,Male,Student,Master,Single,1,2023-10-01,M005,Payment,Adelaide,Desktop,-30.000233,136.209152,1,95,1,45812.38,28966.32,3265.6,66.85,2024-09-14 00:30:56,Night
10072,10314,3840,39,Female,Professional,Bachelor,Divorced,0,2023-05-15,M002,Purchase,Brisbane,Tablet,-31.840233,145.612793,0,66,1,95208.03,68160.14,6793.26,42.15,2024-09-14 02:27:40,Night
10073,1625,1091,42,Female,Retired,Bachelor,Single,1,2023-03-15,M004,Purchase,Brisbane,Mobile,-31.840233,145.612793,0,102,0,55982.63,36957.78,10775.67,74.84,2024-09-14 18:27:34,Evening
10074,16920,4426,32,Male,Professional,High School,Married,4,2023-12-29,M001,Transfer,Perth,Desktop,-41.640079,146.315918,1,26,0,77228.81,26731.29,21395.08,32.21,2024-09-14 23:18:28,Evening
10075,7970,1014,30,Female,Professional,High School,Single,1,2023-03-14,M002,Purchase,Brisbane,Mobile,-20.917574,142.702789,0,37,1,122312.84,93420.0,1212.89,136.59,2024-09-14 05:21:11,Night
10076,13224,814,19,Male,Student,Bachelor,Married,0,2023-06-14,M005,Transfer,Canberra,Tablet,-37.0201,144.9646,0,46,0,25344.37,16787.94,1468.88,68.55,2024-09-14 19:08:12,Evening
10077,4212,115,31,Male,Retired,High School,Single,0,2023-10-01,M002,Purchase,Sydney,Mobile,-31.840233,145.612793,0,105,0,86292.53,52375.69,2667.87,175.09,2024-09-14 20:19:12,Evening
10078,6456,1078,30,Male,Professional,High School,Single,0,2023-10-03,M005,Withdrawal,Hobart,Tablet,-25.042261,117.793221,0,110,1,116632.87,78473.93,14560.57,438.56,2024-09-14 16:54:49,Afternoon
10079,9524,80,49,Male,Professional,Bachelor,Single,1,2023-09-07,M003,Payment,Darwin,Desktop,-30.000233,136.209152,0,51,1,41909.17,32726.96,14019.7,127.87,2024-09-14 04:08:35,Night
10080,11694,4505,45,Male,Retired,Bachelor,Married,4,2023-10-15,M008,Purchase,Brisbane,Tablet,-20.917574,142.702789,1,19,0,84475.87,64293.0,6816.84,197.2,2024-09-14 21:42:15,Evening
10081,2708,1482,42,Male,Professional,Master,Married,4,2023-08-01,M003,Purchase,Sydney,Mobile,-25.042261,117.793221,0,119,0,37293.59,28801.64,341.41,150.34,2024-09-14 22:24:46,Evening
10082,6514,1826,20,Male,Professional,Bachelor,Single,1,2023-10-08,M008,Withdrawal,Perth,Mobile,-20.917574,142.702789,0,103,1,125382.89,99813.41,6448.4,76.17,2024-09-14 11:31:01,Morning
10083,4662,2285,59,Female,Professional,Bachelor,Single,1,2023-10-26,M003,Withdrawal,Hobart,Mobile,-25.042261,117.793221,0,113,1,129549.67,97906.72,803.44,67.48,2024-09-14 15:36:17,Afternoon
10084,1854,682,36,Female,Professional,High School,Married,3,2023-02-04,M005,Transfer,Darwin,Mobile,-30.000233,136.209152,0,88,1,69653.63,31054.06,1839.58,972.16,2024-09-14 05:57:24,Night
10085,3072,802,32,Male,Professional,Master,Married,2,2023-02-16,M007,Withdrawal,Brisbane,Mobile,-25.042261,117.793221,0,20,1,69370.61,31347.33,18631.64,40.11,2024-09-14 20:36:14,Evening
10086,14755,57,37,Male,Professional,High School,Married,3,2023-12-24,M007,Purchase,Perth,Mobile,-30.000233,136.209152,1,77,0,82561.97,40215.31,2595.19,72.74,2024-09-14 22:18:38,Evening
10087,1645,1720,23,Male,Professional,High School,Married,2,2023-10-04,M005,Transfer,Darwin,Mobile,-20.917574,142.702789,0,49,0,46142.17,14664.92,2552.55,2296.05,2024-09-14 21:12:15,Evening
10088,3417,3428,28,Male,Unemployed,Master,Married,3,2023-02-06,M007,Purchase,Adelaide,Tablet,-20.917574,142.702789,0,12,0,78312.03,31724.47,2984.26,98.99,2024-09-14 18:25:05,Evening
10089,3476,1701,19,Male,Professional,Bachelor,Single,3,2023-12-15,M007,Purchase,Adelaide,Mobile,-25.042261,117.793221,0,8,0,43184.11,13964.74,683.98,158.62,2024-09-14 15:28:29,Afternoon
10090,11053,3401,28,Male,Unemployed,High School,Married,1,2023-06-01,M002,Withdrawal,Darwin,Mobile,-20.917574,142.702789,1,86,1,63698.19,43806.38,13493.44,495.14,2024-09-14 16:49:14,Afternoon
10091,1792,4010,19,Female,Student,Master,Single,3,2023-05-13,M007,Purchase,Brisbane,Desktop,-31.840233,145.612793,1,102,0,83709.74,32833.68,16213.37,167.37,2024-09-14 15:36:31,Afternoon
10092,13718,3679,51,Male,Unemployed,Bachelor,Single,3,2023-06-11,M001,Purchase,Sydney,Tablet,-37.0201,144.9646,0,85,0,43678.37,20575.65,1237.96,141.45,2024-09-14 10:18:36,Morning
10093,15114,1129,18,Female,Professional,Bachelor,Married,1,2023-06-22,M005,Withdrawal,Sydney,Mobile,-37.0201,144.9646,0,93,1,100130.58,65734.4,7787.72,467.42,2024-09-14 17:58:14,Afternoon
10094,3797,1564,25,Female,Student,High School,Married,3,2023-04-19,M008,Purchase,Canberra,Desktop,-25.042261,117.793221,1,74,0,103073.98,81493.42,3593.91,167.55,2024-09-14 11:24:12,Morning
10095,3368,3759,38,Male,Unemployed,High School,Single,4,2023-10-03,M008,Transfer,Canberra,Desktop,-37.0201,144.9646,0,93,0,50703.5,30002.74,5351.68,36.63,2024-09-14 14:10:40,Afternoon
10096,11559,2959,41,Male,Professional,Master,Widowed,3,2023-04-07,M004,Withdrawal,Canberra,Mobile,-31.840233,145.612793,0,26,1,59616.38,42054.72,649.52,112.95,2024-09-14 17:25:18,Afternoon
10097,7196,1028,44,Female,Unemployed,High School,Single,1,2023-10-24,M002,Transfer,Perth,Mobile,-31.840233,145.612793,0,20,0,135461.12,89670.74,18469.12,225.29,2024-09-14 10:56:32,Morning
10098,11641,4527,27,Male,Professional,Master,Single,2,2023-10-14,M007,Transfer,Canberra,Mobile,-31.840233,145.612793,0,26,0,62102.95,46725.03,5290.78,16.01,2024-09-14 17:59:01,Afternoon
10099,8795,2278,28,Female,Student,Bachelor,Married,1,2023-02-08,M008,Payment,Canberra,Mobile,-37.0201,144.9646,0,90,0,129112.38,44131.29,24156.55,23.38,2024-09-14 06:56:24,Morning
10100,126,4792,31,Male,Student,Bachelor,Divorced,0,2023-02-25,M007,Purchase,Darwin,Mobile,-37.0201,144.9646,0,82,0,40523.16,29292.28,1971.72,35.29,2024-09-14 08:44:31,Morning
10101,5959,2076,30,Male,Professional,Bachelor,Single,0,2023-03-13,M004,Transfer,Canberra,Mobile,-19.491411,132.550964,0,89,0,36192.55,12536.62,2170.33,20.01,2024-09-14 06:02:25,Morning
10102,13635,3600,18,Female,Student,High School,Divorced,4,2023-06-03,M003,Transfer,Adelaide,Tablet,-25.042261,117.793221,1,66,1,43330.02,34149.4,2413.62,134.5,2024-09-14 05:09:49,Night
10103,15343,3014,28,Male,Professional,High School,Single,3,2023-11-23,M007,Withdrawal,Perth,Desktop,-20.917574,142.702789,1,21,1,45608.2,32173.04,2708.08,824.09,2024-09-14 23:37:48,Evening
10104,4451,4225,62,Male,Professional,High School,Widowed,3,2023-09-16,M008,Withdrawal,Adelaide,Mobile,-41.640079,146.315918,0,98,1,116821.19,60212.05,34280.16,63.04,2024-09-14 10:50:23,Morning
10105,7147,3308,35,Female,Student,High School,Single,1,2023-07-19,M006,Purchase,Brisbane,Mobile,-37.0201,144.9646,1,85,0,112889.99,54089.81,3798.66,200.24,2024-09-14 19:07:38,Evening
10106,827,4137,24,Male,Professional,Master,Married,3,2023-12-29,M004,Purchase,Sydney,Mobile,-31.840233,145.612793,0,32,1,57541.77,29263.71,9004.67,131.72,2024-09-14 04:40:07,Night
10107,17961,2142,37,Female,Retired,PhD,Single,3,2023-08-25,M003,Purchase,Canberra,Mobile,-37.0201,144.9646,0,38,0,86861.77,65374.94,25258.19,1189.39,2024-09-14 22:01:37,Evening
10108,17368,416,32,Male,Professional,Bachelor,Widowed,3,2023-10-13,M005,Purchase,Sydney,Desktop,-31.840233,145.612793,0,5,0,97948.6,57677.72,8934.39,202.34,2024-09-14 20:09:41,Evening
10109,11473,3532,48,Female,Unemployed,Bachelor,Married,1,2023-08-07,M007,Transfer,Brisbane,Mobile,-37.0201,144.9646,1,4,0,95017.22,64165.21,6415.24,257.61,2024-09-14 07:04:48,Morning
10110,7783,4139,20,Male,Student,Bachelor,Married,3,2023-01-15,M005,Purchase,Adelaide,Mobile,-37.0201,144.9646,0,99,0,129557.77,93632.19,5514.77,25.51,2024-09-14 22:37:51,Evening
10111,10380,592,40,Female,Professional,Bachelor,Married,2,2023-11-12,M007,Transfer,Perth,Desktop,-31.840233,145.612793,0,100,1,51408.09,15867.78,4714.07,45.69,2024-09-14 02:59:59,Night
10112,18251,2722,46,Male,Professional,PhD,Single,0,2023-01-30,M008,Withdrawal,Darwin,Desktop,-20.917574,142.702789,0,45,1,54461.85,23477.7,1971.77,660.33,2024-09-14 04:18:07,Night
10113,2443,4479,39,Male,Professional,Bachelor,Single,0,2023-09-03,M001,Withdrawal,Hobart,Desktop,-20.917574,142.702789,0,98,1,52770.2,37020.9,2636.49,17.22,2024-09-14 04:45:04,Night
10114,10541,2164,42,Female,Professional,Bachelor,Married,2,2023-04-22,M001,Payment,Melbourne,Mobile,-37.0201,144.9646,0,31,0,76400.86,53270.97,2311.47,864.04,2024-09-14 00:45:29,Night
10115,16729,3293,52,Male,Professional,High School,Married,4,2023-06-07,M003,Purchase,Sydney,Mobile,-20.917574,142.702789,1,104,1,56048.93,42661.16,5126.37,118.06,2024-09-14 04:57:03,Night
10116,814,2883,43,Female,Unemployed,Master,Single,3,2023-05-31,M006,Purchase,Adelaide,Tablet,-31.840233,145.612793,1,93,0,72020.18,46713.26,11411.28,66.54,2024-09-14 15:09:27,Afternoon
10117,12999,4343,35,Male,Professional,Bachelor,Married,4,2023-07-04,M003,Purchase,Canberra,Desktop,-25.042261,117.793221,0,24,0,32736.66,19165.33,2530.85,628.58,2024-09-14 13:14:44,Afternoon
10118,11397,3103,39,Male,Professional,Bachelor,Married,1,2023-11-13,M008,Purchase,Hobart,Mobile,,,1,60,1,86905.02,54016.82,4354.45,132.68,2024-09-14 03:51:12,Night
10119,17460,2481,18,Female,Unemployed,Master,Single,1,2023-12-19,M004,Purchase,Adelaide,Tablet,-20.917574,142.702789,1,25,0,78439.97,36458.35,2270.39,116.2,2024-09-14 23:59:59,Night
10120,18093,409,35,Female,Retired,High School,Single,3,2023-11-23,M008,Purchase,Melbourne,Tablet,-31.840233,145.612793,0,100,0,48890.28,33060.12,7222.07,31.81,2024-09-14 16:18:07,Afternoon
10121,14153,433,25,Male,Student,Master,Single,3,2023-12-06,M001,Withdrawal,Perth,Mobile,-20.917574,142.702789,0,3,1,42220.84,19188.58,9.98,153.99,2024-09-14 10:23:33,Morning
10122,12298,4134,43,Male,Student,High School,Divorced,1,2023-09-11,M004,Transfer,Canberra,Desktop,-37.0201,144.9646,0,48,0,80332.98,51816.18,5936.78,651.11,2024-09-14 19:32:40,Evening
10123,5779,1953,33,Male,Student,Bachelor,Single,3,2023-09-28,M004,Purchase,Canberra,Desktop,-31.840233,145.612793,0,117,0,99431.84,79034.54,1628.43,99.76,2024-09-14 10:46:51,Morning
10124,2116,4802,30,Male,Student,PhD,Widowed,2,2023-12-16,M007,Purchase,Canberra,Mobile,-20.917574,142.702789,0,1,0,96167.96,43224.78,1030.82,148.19,2024-09-14 16:16:24,Afternoon
10125,793,1351,31,Male,Professional,Master,Married,0,2023-12-21,M006,Purchase,Adelaide,Mobile,-31.840233,145.612793,1,58,0,119407.67,40446.39,5058.21,17.98,2024-09-14 18:00:29,Evening
10126,10147,1599,29,Male,Unemployed,High School,Single,1,2023-12-07,M002,Purchase,Adelaide,Desktop,-20.917574,142.702789,0,69,1,29842.42,21222.27,2587.34,31.96,2024-09-14 02:58:26,Night
10127,6898,2194,33,Female,Professional,High School,Single,1,2023-04-10,M005,Purchase,Brisbane,Mobile,-31.840233,145.612793,0,2,1,64667.86,20755.38,9217.37,129.55,2024-09-14 00:00:00,Night
10128,2674,2808,41,Male,Retired,High School,Single,2,2023-12-14,M002,Payment,Darwin,Tablet,-37.0201,144.9646,0,25,0,62429.0,19143.96,3264.73,5.28,2024-09-14 11:45:32,Morning
10129,16478,3924,35,Male,Professional,High School,Widowed,1,2023-04-18,M001,Purchase,Sydney,Desktop,-25.042261,117.793221,1,3,0,75993.56,42566.0,12644.42,1281.77,2024-09-14 13:19:53,Afternoon
10130,15770,3277,34,Female,Professional,High School,Single,3,2023-05-21,M007,Transfer,Adelaide,Mobile,-37.0201,144.9646,0,63,0,54962.93,32666.31,2378.08,30.15,2024-09-14 07:21:38,Morning
10131,3756,388,46,Male,Student,PhD,Single,3,2023-03-29,M007,Purchase,Darwin,Mobile,-20.917574,142.702789,0,97,0,53766.83,26651.78,659.29,292.23,2024-09-14 09:06:12,Morning
10132,2891,648,26,Female,Student,High School,Married,0,2023-07-28,M002,Payment,Darwin,Mobile,-37.0201,144.9646,0,5,0,99995.4,62466.98,1916.21,1895.51,2024-09-14 18:16:55,Evening
10133,14382,3960,47,Female,Professional,High School,Married,1,2023-04-11,M004,Withdrawal,Hobart,Desktop,-37.0201,144.9646,0,26,1,111109.42,71555.02,15270.09,320.46,2024-09-14 07:09:32,Morning
10134,3228,717,31,Female,Unemployed,High School,Married,0,2023-10-15,M006,Purchase,Melbourne,Desktop,-37.0201,144.9646,0,106,0,109365.64,85992.9,14203.63,786.49,2024-09-14 14:16:08,Afternoon
10135,7863,2661,39,Female,Professional,Bachelor,Single,1,2023-12-27,M007,Purchase,Darwin,Mobile,-31.840233,145.612793,0,118,0,36377.7,16728.84,1309.79,142.42,2024-09-14 07:10:56,Morning
10136,6359,3709,21,Female,Professional,High School,Married,3,2023-09-13,M005,Payment,Canberra,Mobile,-37.0201,144.9646,0,85,1,43054.32,29824.22,4900.51,142.16,2024-09-14 02:41:06,Night
10137,17577,361,50,Male,Professional,PhD,Married,1,2023-12-26,M003,Purchase,Sydney,Mobile,-37.0201,144.9646,1,112,1,129013.48,85481.83,34562.55,47.15,2024-09-14 03:21:06,Night
10138,13429,3988,20,Female,Professional,High School,Divorced,4,2023-12-30,M003,Transfer,Adelaide,Tablet,-37.0201,144.9646,0,105,0,36013.98,19408.69,2573.93,101.37,2024-09-14 22:00:26,Evening
10139,11104,3491,29,Female,Student,High School,Single,3,2023-10-27,M006,Payment,Perth,Mobile,-37.0201,144.9646,0,93,0,112304.27,43228.98,25359.89,404.53,2024-09-14 21:40:21,Evening
10140,13946,1619,49,Male,Student,Master,Married,2,2023-10-14,M004,Purchase,Perth,Tablet,-25.042261,117.793221,1,38,0,36709.08,13802.11,2134.03,105.4,2024-09-14 20:34:32,Evening
10141,4612,3715,43,Male,Unemployed,High School,Single,1,2023-06-26,M006,Purchase,Canberra,Tablet,-20.917574,142.702789,0,75,0,42111.84,28299.0,1727.41,105.27,2024-09-14 20:39:45,Evening
10142,2243,3211,25,Male,Unemployed,Bachelor,Married,2,2023-11-21,M007,Transfer,Adelaide,Tablet,-20.917574,142.702789,0,80,0,77376.39,24107.55,10958.07,430.77,2024-09-14 13:18:38,Afternoon
10143,5373,2929,28,Female,Professional,Bachelor,Married,1,2023-10-09,M006,Purchase,Adelaide,Desktop,-37.0201,144.9646,1,49,0,69661.81,21793.83,3506.2,271.92,2024-09-14 14:07:19,Afternoon
